Wall time,Step,Value
1702400997.85055,949,-46.890201568603516
1702401017.1489484,2149,-168.15060424804688
1702401019.6023986,2299,-161.3837432861328
1702401028.7288635,2849,-160.45779418945312
1702401041.2732503,3599,-140.1969451904297
1702401043.6267743,3749,-139.38702392578125
1702401059.9567907,4749,-137.685546875
1702401110.915611,7800,-138.9744873046875
1702401113.2289543,7950,-138.704345703125
1702401120.432569,8400,-104.92778015136719
1702401170.9535272,11500,-20.330312728881836
1702401174.7435865,11750,-17.993040084838867
1702401190.8093486,12800,-17.438159942626953
1702401194.6032302,13050,-19.79529571533203
1702401199.9914236,13400,-19.232606887817383
1702401204.3673823,13700,-19.66630744934082
1702401232.635902,15450,-13.366108894348145
1702401234.2407684,15550,-11.131084442138672
1702401240.3545065,15950,-11.188995361328125
1702401264.4733808,17400,1.1478514671325684
1702401281.2106543,18400,1.8574435710906982
1702401326.159218,21100,2.6377956867218018
1702401326.9590948,21150,2.679793119430542
1702401344.405632,22150,3.1740643978118896
1702401359.5358067,23050,2.509633779525757
1702401362.2405372,23200,2.9940125942230225
1702401363.0844378,23250,3.1071505546569824
1702401372.2280548,23750,3.6137990951538086
1702401424.0660641,26850,4.246582984924316
1702401446.3976474,28200,4.224231243133545
1702401459.7158623,29000,5.452284336090088
1702401465.4996195,29350,5.551151275634766
1702401466.2731528,29400,5.471890449523926
1702401493.7641928,31050,4.340246677398682
1702401505.5320709,31750,4.399894714355469
1702401512.2748919,32150,4.568963527679443
1702401516.3471904,32400,4.464869499206543
1702401517.9828517,32500,4.256594181060791
1702401527.5744994,33100,1.6904057264328003
1702401535.7521868,33600,3.941603899002075
1702401570.5159285,35750,5.6497368812561035
1702401577.1635044,36150,6.008092880249023
1702401583.6308439,36550,5.8615007400512695
1702401605.0729182,37850,6.801511764526367
1702401612.5426033,38300,-1.18091881275177
1702401615.7691455,38500,-1.7228046655654907
1702401617.355768,38600,-0.7148325443267822
1702401628.756264,39300,3.1708834171295166
1702401630.3687217,39400,3.7752246856689453
1702401634.4299717,39650,4.2449822425842285
1702401636.0612295,39750,4.653702735900879
1702401642.6449623,40150,5.84695291519165
1702401647.5729215,40450,5.886233329772949
1702401648.3891852,40500,5.925858020782471
1702401672.147576,41850,5.838109970092773
1702401734.7010489,45400,5.84018611907959
1702401736.3997357,45500,5.849019527435303
1702401763.567664,47150,6.5694193840026855
1702401766.094142,47300,6.709891319274902
1702401780.09325,48150,6.407576084136963
1702401787.5933335,48600,6.653281211853027
1702401788.4179666,48650,6.308520317077637
1702401793.2968779,48950,6.495057106018066
1702401794.0967,49000,6.550960063934326
1702401798.1579192,49250,6.999549388885498
1702401813.1756785,50150,6.6199846267700195
1702401815.6564205,50300,6.690186977386475
1702401823.094096,50750,7.0260467529296875
1702401864.5372436,53200,7.131133556365967
1702401867.0284579,53350,6.8522419929504395
1702401872.0705283,53650,6.848905086517334
1702401877.0565827,53950,7.201321601867676
1702401881.330203,54200,7.786338806152344
1702401890.2117097,54700,7.834117412567139
1702401895.5122457,55000,7.8506364822387695
1702401899.854721,55250,6.681408405303955
1702401945.8555744,57850,-0.36970362067222595
1702401950.3296492,58100,6.211266994476318
1702401951.2044766,58150,7.671219825744629
1702401967.7261574,59050,4.649909973144531
1702401979.3490798,59700,7.223570346832275
1702401990.5838108,60350,7.429505348205566
1702402021.5994298,62250,7.200583457946777
1702402035.1658218,63100,7.004135608673096
1702402051.1039844,64100,5.535475730895996
1702402061.6714153,64750,6.421468734741211
1702402080.0753038,65850,3.468549966812134
1702402082.7880409,66000,2.985478162765503
1702402092.058081,66550,6.759690284729004
1702402094.55712,66700,6.488669395446777
1702402097.9454095,66900,6.453413486480713
1702402139.5546763,69300,-6.3833723068237305
1702402144.549033,69600,4.072607040405273
1702402145.3982668,69650,4.081003189086914
1702402164.7387605,70750,7.449055194854736
1702402175.5327575,71350,7.7594122886657715
1702402184.09593,71850,7.492858409881592
1702402211.5562773,73350,9.24499225616455
1702402221.5835931,73900,8.91800308227539
1702402228.8306634,74300,9.481955528259277
1702402234.7172983,74600,7.398622989654541
1702402263.3496778,76200,9.15583324432373
1702402266.9757795,76400,9.23658561706543
1702402288.882755,77650,2.077314615249634
1702402302.9619973,78450,8.12355899810791
1702402303.8693545,78500,8.130176544189453
1702402317.0801215,79250,7.607791423797607
1702402320.7828426,79450,7.724268913269043
1702402336.648937,80300,7.384669780731201
1702402368.479295,82050,-10.16279125213623
1702402375.6309419,82450,0.34654778242111206
1702402393.2792292,83450,8.081033706665039
1702402405.873393,84150,0.2703896760940552
1702402413.7425163,84600,6.4110002517700195
1702402419.0050108,84900,-4.5301833152771
1702402423.4781904,85150,-2.6948492527008057
1702402429.480971,85500,9.614494323730469
1702402437.2214103,85950,9.491426467895508
