Wall time,Step,Value
1702401015.1183932,950,-141.31781005859375
1702401033.7173505,2150,-19.982337951660156
1702401036.079638,2300,-20.571989059448242
1702401056.2055182,3600,-35.66909408569336
1702401074.9079568,4750,-21.31011390686035
1702401122.0829463,7800,18.510902404785156
1702401124.2308366,7950,20.580415725708008
1702401131.0498736,8400,20.96303939819336
1702401178.453409,11500,23.02427864074707
1702401182.075442,11750,23.52513313293457
1702401197.2901495,12800,28.72865104675293
1702401210.4477491,13700,12.614486694335938
1702401237.5733998,15450,25.28447723388672
1702401239.04597,15550,29.4295711517334
1702401244.9823651,15950,27.949922561645508
1702401267.8708665,17400,28.44306755065918
1702401283.5787086,18400,29.465049743652344
1702401326.0956976,21100,29.547483444213867
1702401357.150997,23050,22.47419548034668
1702401368.6190991,23750,25.789722442626953
1702401418.2650843,26850,31.403905868530273
1702401439.0855336,28200,25.997833251953125
1702401451.618176,29000,25.133480072021484
1702401456.9203765,29350,-7.506753921508789
1702401457.7109249,29400,-6.596626281738281
1702401494.9156263,31750,22.18165397644043
1702401505.2215338,32400,28.381593704223633
1702401516.1758778,33100,31.516109466552734
1702401523.8041008,33600,29.045785903930664
1702401556.6654532,35750,26.869258880615234
1702401562.7952142,36150,32.470279693603516
1702401596.1082761,38300,32.15065002441406
1702401599.2726579,38500,30.534055709838867
1702401600.7882946,38600,28.58391761779785
1702401611.8073359,39300,31.70199966430664
1702401613.3437552,39400,32.45359420776367
1702401618.6021051,39750,30.269855499267578
1702401624.704608,40150,33.324806213378906
1702401629.396481,40450,31.262699127197266
1702401650.9382489,41850,35.919803619384766
1702401741.3979146,47300,36.39723587036133
1702401761.3272338,48600,37.502689361572266
1702401762.0700557,48650,38.60682678222656
1702401766.6853118,48950,33.23766326904297
1702401771.2698903,49250,28.81859588623047
1702401785.5091696,50150,24.50666618347168
1702401787.8889248,50300,19.779146194458008
1702401794.8689246,50750,-6.878904819488525
1702401833.4957774,53200,38.816471099853516
1702401835.9845388,53350,39.069969177246094
1702401857.4281864,54700,41.78561019897461
1702401862.1957724,55000,40.10672378540039
1702401866.0368652,55250,36.612266540527344
1702401908.1159363,57850,36.092525482177734
1702401912.2183766,58100,40.86741256713867
1702401912.9974022,58150,40.56509017944336
1702401927.8566139,59050,42.24753952026367
1702401938.5042062,59700,40.070396423339844
1702401982.3140774,62250,23.847171783447266
1702401996.0931542,63100,38.532196044921875
1702402037.9081516,65850,40.34293746948242
1702402040.1641994,66000,41.027286529541016
1702402050.7708602,66700,37.61959457397461
1702402054.0234861,66900,31.357200622558594
1702402091.8210356,69300,36.61078643798828
1702402097.4046154,69650,35.937801361083984
1702402115.388044,70750,37.36555099487305
1702402125.6568456,71350,38.740970611572266
1702402133.8535755,71850,34.7784423828125
1702402158.167365,73350,38.10214614868164
1702402167.1316743,73900,37.18243408203125
1702402178.936547,74600,37.721309661865234
1702402206.063141,76200,3.5777747631073
1702402231.597484,77650,40.23134231567383
1702402245.401554,78450,40.44967269897461
1702402258.7423155,79250,40.50715255737305
1702402262.100135,79450,41.507747650146484
1702402276.2590616,80300,24.38089370727539
1702402305.3308718,82050,41.50688552856445
1702402341.4640732,84150,38.02552795410156
1702402349.2074037,84600,27.143430709838867
1702402364.6972587,85500,41.65641403198242
1702402372.3268673,85950,29.254140853881836
1702402383.9986627,86650,34.09618377685547
1702402385.6396937,86750,33.213619232177734
1702402388.1163068,86900,32.853389739990234
1702402424.8415756,89100,38.11909103393555
1702402462.230046,91350,39.881996154785156
1702402477.195641,92250,21.098533630371094
1702402484.7479618,92700,20.01154136657715
1702402495.5475845,93350,32.52486801147461
1702402497.9881783,93500,36.34152603149414
1702402504.466991,93900,38.2414665222168
1702402537.518081,95900,38.649349212646484
1702402551.9117284,96750,34.1541748046875
1702402560.2815666,97250,39.32236099243164
1702402562.9745462,97400,40.95109939575195
1702402614.817782,100100,37.06099319458008
1702402626.471382,100700,40.10268020629883
1702402648.216634,101850,35.26647186279297
1702402681.4395144,103900,-14.197123527526855
1702402688.364394,104300,36.361366271972656
1702402691.9483292,104500,35.809410095214844
1702402697.9294324,104850,26.66248321533203
1702402743.2441065,107500,39.19335174560547
1702402749.277176,107850,40.1054573059082
1702402775.0445883,109400,41.46862030029297
1702402778.2466335,109600,41.45370101928711
1702402784.7271419,110000,42.55777359008789
1702402794.330341,110600,43.418643951416016
1702402810.1458297,111600,35.677101135253906
1702402814.7472622,111850,37.91349411010742
1702402815.546709,111900,37.6957893371582
1702402831.80756,112900,36.96180725097656
1702402836.139452,113150,38.64076232910156
1702402864.4625187,114900,38.18428421020508
1702402872.5557642,115400,33.735713958740234
1702402882.3109808,116000,30.071758270263672
1702402903.19536,117300,42.43999099731445
1702402910.318723,117750,35.61150360107422
1702402937.9329007,119500,37.88191223144531
1702402938.7404525,119550,38.55714416503906
1702402940.301362,119650,38.185916900634766
1702402979.465104,121850,32.059085845947266
1702402995.5337727,122700,29.194780349731445
1702402997.3181489,122800,28.462299346923828
1702403001.719923,123050,20.465045928955078
1702403023.871843,124300,27.971384048461914
1702403024.7539077,124350,29.077220916748047
1702403033.706629,124850,32.357364654541016
1702403035.3859596,124950,32.510581970214844
1702403039.573586,125200,37.450172424316406
1702403051.124665,125900,30.759140014648438
1702403056.0898128,126200,27.486202239990234
1702403063.788431,126650,33.88896942138672
1702403076.8214269,127400,41.41716384887695
1702403082.100406,127700,42.462833404541016
1702403198.238871,134300,40.165042877197266
1702403213.6967394,135200,42.67965316772461
1702403245.7254,137050,43.93521499633789
1702403258.2454715,137750,33.376285552978516
1702403289.0113683,139500,42.684539794921875
1702403359.426025,143650,43.97555923461914
1702403378.6184447,144850,32.46044158935547
1702403438.0419395,148400,41.618202209472656
1702403444.9435003,148800,40.21635818481445
1702403476.2070746,150600,35.97172927856445
1702403497.750505,151950,44.29256820678711
1702403500.152241,152100,44.37449645996094
1702403546.205555,155000,39.00008773803711
1702403595.4951823,158100,43.76076889038086
1702403608.1497672,158900,44.18642807006836
1702403622.2975528,159800,41.8083381652832
1702403623.071463,159850,40.72071075439453
1702403649.6899483,161550,34.27629470825195
1702403658.1178222,162050,34.359886169433594
1702403660.6567142,162200,34.439579010009766
1702403661.520815,162250,34.44916915893555
1702403663.2264016,162350,35.285640716552734
1702403664.009518,162400,36.07609558105469
1702403712.2266169,165300,39.558387756347656
1702403743.282274,167300,36.19446563720703
1702403767.41178,168850,44.385215759277344
1702403788.5022736,170200,43.81507873535156
1702403792.428195,170450,44.940547943115234
1702403809.5039349,171550,34.109317779541016
1702403824.0959692,172500,35.17136001586914
1702403835.6751628,173250,35.277191162109375
1702403848.227812,174050,34.24116134643555
1702403870.5946658,175500,38.43601989746094
1702403872.881859,175650,35.98101043701172
1702403943.2230203,180050,29.602346420288086
1702403959.0348532,180950,33.96593475341797
1702403960.8407667,181050,33.85104751586914
1702403962.500367,181150,33.87067413330078
1702403967.7345617,181450,33.71644973754883
1702403991.3668516,182850,41.39307403564453
1702404003.562582,183550,37.377227783203125
1702404052.375627,186350,43.64274978637695
1702404055.5534136,186550,42.77370834350586
1702404064.4140828,187100,40.31047821044922
1702404109.6918788,189700,41.419219970703125
1702404128.691389,190750,37.55512619018555
1702404132.6924493,191000,37.02253341674805
1702404134.241141,191100,37.714786529541016
1702404142.06712,191600,36.11082458496094
1702404167.9135606,193250,43.25772476196289
1702404177.308007,193850,43.94797134399414
1702404219.47362,196450,34.60966491699219
1702404241.5842679,197850,39.34941101074219
1702404264.0570323,199250,25.67902946472168
1702404295.8719263,201150,37.18219757080078
1702404304.373117,201700,42.390079498291016
1702404306.7300234,201850,41.592567443847656
1702404351.571679,204700,43.897945404052734
1702404355.3887575,204950,43.89323425292969
1702404364.1415396,205500,29.754955291748047
1702404421.7200594,209150,-5.600737571716309
1702404430.4737031,209750,-6.8188652992248535
1702404431.9362514,209850,-0.1654566526412964
1702404435.8127384,210100,24.89091682434082
1702404436.5859659,210150,29.852733612060547
1702404455.8661592,211400,32.474483489990234
1702404459.7556365,211650,32.68348693847656
1702404462.0839753,211800,31.66748046875
1702404483.3592105,213200,33.834468841552734
1702404485.6338897,213350,34.127803802490234
1702404514.890813,215250,35.28255844116211
1702404525.0813475,215900,2.1817073822021484
1702404526.5904877,216000,-7.025731086730957
1702404567.4505157,218500,33.29897689819336
1702404587.4177945,219700,33.196712493896484
1702404593.3063993,220050,33.112613677978516
1702404619.7693276,221700,33.351139068603516
1702404664.635001,224650,34.47761535644531
1702404677.1720083,225500,14.61832046508789
1702404692.885165,226550,-64.86190795898438
1702404728.726357,228950,-104.84481048583984
1702404730.8799396,229100,-93.78446960449219
1702404765.8347797,231450,-104.94359588623047
1702404786.5128024,232850,-78.29035949707031
1702404792.6563325,233250,-80.05917358398438
1702404795.5770476,233450,-63.61674880981445
1702404801.425038,233850,-15.255248069763184
1702404829.080314,235700,29.80003547668457
1702404832.878257,235950,29.708663940429688
1702404858.0018535,237550,30.27212142944336
1702404864.5392404,237950,27.92374038696289
1702404889.156598,239450,31.798009872436523
1702404899.4320366,240050,34.057308197021484
1702404901.1462982,240150,33.83979034423828
1702404931.0583944,242050,31.451759338378906
1702404940.1603081,242650,33.00636672973633
1702404971.5927362,244750,14.254653930664062
1702405024.3678517,248150,32.47209167480469
1702405031.3222308,248600,33.759830474853516
1702405033.6037056,248750,33.592647552490234
1702405091.789778,252550,34.98124694824219
1702405093.3773081,252650,34.37523651123047
1702405094.1672487,252700,34.15807342529297
1702405136.7568955,255350,43.3971061706543
1702405156.7838736,256750,42.735347747802734
1702405208.320317,260050,43.0971794128418
1702405238.2322133,262000,43.37251663208008
1702405308.0727055,266500,31.767051696777344
1702405319.9097013,267300,32.11484909057617
1702405330.5422258,268000,40.47943878173828
1702405376.6802967,271050,34.65999984741211
1702405393.6605737,272150,40.301918029785156
1702405448.8107378,275800,44.17756652832031
1702405450.2720938,275900,42.84099578857422
1702405474.1727529,277500,38.50578689575195
1702405491.8112378,278700,39.04267120361328
1702405502.4121785,279400,40.259437561035156
1702405534.6095643,281550,43.537628173828125
1702405555.6923194,282950,43.65507888793945
1702405557.2732685,283050,43.6800537109375
1702405560.354855,283250,43.39043426513672
1702405571.7796187,284000,43.591796875
1702405603.9422572,286050,44.86149215698242
1702405606.1620538,286200,43.70547103881836
1702405646.2260847,288850,35.04153060913086
1702405671.0922925,290450,29.88823890686035
1702405684.0746763,291300,42.508487701416016
1702405686.2583683,291450,42.64606475830078
1702405712.396383,293150,44.415733337402344
1702405713.8933544,293250,44.185787200927734
1702405719.3060036,293600,43.72294616699219
1702405746.9052086,295400,33.07185745239258
1702405762.363935,296450,42.774322509765625
1702405780.75292,297650,42.84654235839844
1702405784.4396756,297900,43.32999038696289
1702405789.105376,298200,43.85073471069336
1702405809.349209,299550,40.22217559814453
1702405824.3074071,300550,32.1488037109375
